N/A,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DD,XOM,GE,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,NSE:ACC,NSE:ADANIPORTS,NSE:AMBUJACEM,NSE:ASIANPAINT,NSE:AXISBANK,NSE:BAJAJ-AUTO,NSE:BANKBARODA,NSE:BHARTIARTL,NSE:BHEL,NSE:BOSCHLTD,NSE:BPCL,NSE:CAIRN,NSE:CIPLA,NSE:COALINDIA,NSE:DRREDDY,NSE:GAIL,NSE:GRASIM,NSE:HCLTECH,NSE:HDFC,NSE:HDFCBANK,NSE:HEROMOTOCO,NSE:HINDALCO,NSE:HINDUNILVR,NSE:ICICIBANK,NSE:IDEA,NSE:INDUSINDBK,NSE:INFY,NSE:ITC,NSE:KOTAKBANK,NSE:LT,NSE:LUPIN,NSE:M&M,NSE:MARUTI,NSE:NTPC,NSE:ONGC,NSE:PNB,NSE:POWERGRID,NSE:RELIANCE,NSE:SBIN,NSE:SUNPHARMA,NSE:TATAMOTORS,NSE:TATAPOWER,NSE:TATASTEEL,NSE:TCS,NSE:TECHM,NSE:ULTRACEMCO,NSE:VEDL,NSE:WIPRO,NSE:YESBANK,NSE:ZEEL,Z74.SI,S58.SI,U14.SI,D05.SI,O39.SI,U11.SI,F34.SI,BN4.SI,H78.SI,G13.SI,C07.SI,C31.SI,C6L.SI,Y92.SI,MC0.SI,C09.SI,S63.SI,S51.SI,U96.SI,E5H.SI,C61U.SI,S68.SI,C38U.SI,A17U.SI,T39.SI,CC3.SI,BS6.SI,S59.SI,C52.SI,EB5.SI,S08.SI,T82U.SI,K71U.SI,N03.SI,JOBS,ATV,ACTS,GRO,AMCN,ACH,ATAI,BIDU,CYOU,CPC,STV,DL,CEA,JRJC,LFC,CMM,CHL,CEO,SNP,ZNH,CNTF,CHA,CHU,CISG,CTRP,EJ,GSH,HNP,JASO,NTES,EDU,PTR,SOL,SHI,NCTY,TCM,TSL,VISN,XIN,YZC,YGE
NSE:HCLTECH,0.0000806,-0.0000864,0.000069,0.0000791,0.0000374,-0.00000296,0.0000169,-0.0000535,0.0000115,0.000038,0.0000286,0.000013,-0.000054,-0.0000493,0.000119358,-0.000104925,-0.0000394,-0.000174773,0.0000166,-0.0000685,-0.0000262,-0.000170389,-0.0000128,-0.00000571,-0.000013,0.0000899,-0.0000144,-0.0000827,0.0000175,-0.0000901,-0.00000711,0.0000932,0.000157169,-0.000239973,0.000190145,0.000137862,-0.000150332,-0.00012313,0.000224535,0.000209448,-0.0000562,0.0000905,0.000165664,-0.00018227,0.000280413,0.000138243,0.000119567,0.001520698,0.000185457,0.0000781,0.000106656,0.000116828,0.000208142,0.000326147,0.0000226,-0.0000165,0.000501942,0.000220557,0.00000402,0.00012518,0.000182097,0.00010941,-0.00018581,-0.00000698,0.000000938,-0.0005174,0.000055,0.000203107,-0.000216376,0.000432262,0.00027233,0.0000945,-0.00019344,0.0006676,0.000699704,0.000168088,0.000503468,0.000572098,-0.000146216,0.0000885,-0.0000768,-0.0000508,-0.0000916,-0.0000471,-0.0000971,-0.0000258,0.000112424,-0.0000126,-0.0000842,-0.0000728,0.00000956,-0.000102383,-0.00000881,-0.0000967,-0.0000499,0.0000157,-0.000106929,0.0000461,0.0000874,-0.0000319,-0.000118263,0.0000464,0.00000947,-0.0000781,0.0000178,-0.0000279,-0.0000314,-0.0000249,-0.0000455,0.000215955,-0.0000921,-0.0000447,-0.0000773,-0.0000466,-0.0000366,0.0000856,-0.000109696,-0.0000349,-0.000213495,-0.00000862,-0.000101895,-0.00012691,-0.000133717,-0.001013489,0.000185986,0.000119397,-0.0000151,0.000622421,-0.000162157,-0.000408312,0.000117996,-0.0000571,-0.0000472,-0.000112438,0.000139952,0.000102308,0.0000418,-0.0000746,-0.000129042,-0.0000975,0.0000218,0.000150867,-0.000133915,0.0000441,-0.0000779,-0.0000267,0.000133585,0.000116696,0.0000248,0.0000355,-0.0000983,0.00000198,-0.000309612,-0.000182401,0.000113358
NSE:HDFC,-0.00000793,0.0000687,-0.0000204,0.0000955,-0.000107976,0.000115828,0.000014,0.00000814,0.000127049,0.00000447,0.000084,-0.0000302,0.00000523,0.0000218,0.0000771,0.0000703,0.0000565,-0.0000231,-0.0000754,-0.0000117,0.0000436,0.000047,0.00000757,0.00000273,-0.000019,0.0000493,0.0000269,-0.0000087,0.0000616,0.0000214,0.000402784,0.00040643,0.000414438,0.000501836,0.000954761,0.00046095,0.0000789,0.000376484,0.000974168,0.000434852,0.000452054,0.000315688,0.000331364,0.000435241,0.00024285,0.000631862,0.0003938,0.000185457,0.001245152,0.00053334,0.000343226,0.000741083,0.0001832,0.001065128,0.000349141,0.000620105,0.000249712,0.000314283,0.000527574,0.000745993,0.000251972,0.000423347,0.000392613,0.000324957,0.000541803,0.000520294,0.000414031,0.000491979,0.000730843,0.000412944,0.000732071,0.000513768,0.000510348,0.000253984,0.0000818,0.000599666,0.000761729,0.000042,0.000770145,0.000388398,0.0000438,0.0000713,0.000000679,-0.0000605,0.0000239,-0.0000246,0.0000374,0.0000764,0.0000519,0.000104483,0.0000408,0.0000384,0.0000432,-0.000163963,0.0000251,0.00014364,-0.0000335,0.000115832,0.000073,0.000101734,0.0000489,-0.000000242,0.000116636,-0.0000226,-0.0000132,0.0000292,-0.0000792,0.0000503,0.0000338,0.000159175,0.00000112,0.0000522,0.000048,-0.0000841,0.0000595,0.000604671,0.000107913,0.000103893,-0.000351277,0.0000792,-0.000273502,-0.000164586,-0.000141711,-0.000158112,-0.000148405,-0.0000247,0.000139475,-0.000182249,0.000126903,-0.000592268,0.0000443,0.0000408,0.0000195,0.0000991,-0.000592449,-0.0000364,0.0000745,-0.0000399,0.00014866,0.000259096,-0.000133796,-0.000107274,0.000153037,0.000158413,0.000260472,0.0000907,0.000168039,-0.0000498,-0.000098,0.0000498,0.0002243,-0.000229116,-0.00023277,0.0000296,0.000209562
NSE:HDFCBANK,0.0000265,0.0000909,-0.0000455,0.000136824,0.0000485,0.0000177,0.0000726,0.0000453,0.000115326,0.0000344,0.0000686,0.0000367,0.0000927,0.0000806,0.000105004,0.0000421,0.0000579,0.0000199,-0.00000569,0.0000673,0.00000536,0.0000446,0.0000455,0.0000347,0.0000712,0.0000643,0.0000315,-0.0000263,0.0000809,0.00000676,0.000501065,0.000638557,0.000517959,0.000708346,0.000946353,0.000348226,0.000478746,0.000253862,0.000901217,0.000303603,0.000559906,0.000285705,0.000227992,0.000444101,0.000209534,0.000472446,0.000543662,0.0000781,0.00053334,0.000723847,0.000304296,0.00060164,0.00015896,0.000964434,0.000130124,0.000818277,0.0000568,0.00030676,0.000610911,0.000716463,0.000237587,0.000368636,0.000449295,0.000298456,0.000507045,0.000788998,0.00042043,0.000444777,0.000788033,0.000266147,0.00054669,0.000542352,0.000596597,0.000153891,0.0000534,0.000565147,0.000592027,0.000036,0.00104478,0.000274708,0.0000138,-0.00000068,-0.0000429,-0.0000424,0.0000229,-0.0000212,0.0000205,0.0000299,0.0000212,0.000122802,0.000105634,0.0000435,0.0000568,-0.0000582,0.00000938,0.0000872,-0.0000721,0.0000245,0.0000593,0.00000104,0.0000135,0.00000404,0.0000289,0.0000088,-0.0000236,0.0000206,-0.0000806,0.0000732,0.0000324,0.0000168,-0.0000193,-0.000000294,-0.00000281,-0.0000475,0.0000875,0.00055298,0.0000177,0.000176497,-0.000118579,0.0000962,-0.0000878,-0.0000719,0.000170384,-0.0000716,-0.0000795,0.000101535,0.0000742,0.000163618,0.000115547,-0.000801605,0.000076,0.0000836,0.0000469,0.000036,-0.0000876,0.0000192,0.000096,0.0000665,0.000102444,0.00020434,-0.00000685,-0.0000432,0.000339624,0.000226405,0.000143099,0.0000883,0.000423287,-0.00000338,-0.000112449,-0.00012837,0.000349122,-0.000209133,-0.000190849,0.000106605,0.0004723
NSE:HEROMOTOCO,-0.0000711,-0.000107957,0.00000724,-0.000051,-0.0000211,-0.0000915,-0.0001023,-0.0000203,-0.00000574,0.00000825,-0.0000511,-0.0000495,-0.00010025,-0.00011421,0.000108891,-0.000098,-0.000110811,-0.000109621,-0.0000778,-0.0000579,-0.0000887,-0.0000581,-0.000194424,-0.0000478,-0.0000408,-0.0000893,-0.0000903,-0.0000319,-0.0000885,-0.0000176,0.000544166,0.000695048,0.000556003,0.000857975,0.000550354,0.000708528,0.001065606,0.000494558,0.00077738,0.0003728,0.000431036,0.000460383,0.000368946,0.000374631,0.000253388,0.000487472,0.000488794,0.000106656,0.000343226,0.000304296,0.001361789,0.000773921,0.000203733,0.000540564,0.000494917,0.000557684,0.000151745,0.000308369,0.000508393,0.000553934,0.000197752,0.000366048,0.000377444,0.000409698,0.000414943,0.001108848,0.000441868,0.000442635,0.00051182,0.000129771,0.000708712,0.000544656,0.000627972,0.00019578,0.000254526,0.000517517,0.000774638,0.000204285,0.000454965,0.000371418,-0.000159499,-0.0000608,-0.0000462,-0.000153773,-0.0000993,-0.000110622,0.0000161,-0.0000344,-0.000212341,-0.000066,-0.0000357,-0.0000425,-0.000127018,-0.000147835,-0.000129857,-0.000014,-0.0000994,-0.0000787,-0.0000646,-0.0000905,-0.000108904,-0.000133733,-0.000074,-0.00011642,-0.0000758,0.0000112,-0.0000572,-0.0000409,-0.0000959,-0.0000554,-0.000165748,-0.0000257,-0.0000322,-0.0000412,-0.00000559,0.000122114,-0.000129755,0.0000448,-0.00019769,-0.0000141,-0.000147356,-0.00000624,-0.00000822,0.000308792,-0.000434001,0.0000148,0.0000615,0.0000138,-0.000193184,-0.000260393,-0.0000297,-0.0000343,-0.0000526,-0.000200866,0.00022489,-0.000204851,-0.0000713,0.000205482,0.000233598,0.000170504,0.0000156,0.000133738,-0.0000394,-0.0000538,0.0000496,-0.0000342,0.000300843,0.000234488,-0.0000351,-0.000167414,0.000316107,-0.000171489,-0.000230032,-0.0000116,0.000362416
NSE:HINDALCO,-0.0000524,-0.0000862,0.000210838,0.0000625,-0.000025,0.000121693,0.0000683,-0.0000398,-0.000017,0.000201473,0.000150954,-0.0000982,-0.000102985,-0.0000686,0.000162678,-0.000123692,-0.0000878,-0.000134992,-0.000133687,-0.000019,0.0000556,-0.000116098,-0.0000518,0.0000491,-0.00000267,-0.0000654,0.0000739,-0.000028,0.0000157,0.0000689,0.000668759,0.00157546,0.000788713,0.001294959,0.001368851,0.000727638,0.001074553,0.00053289,0.001566429,0.000630874,0.000896165,0.001213823,0.000566245,0.000937286,0.000385719,0.000953028,0.000677792,0.000116828,0.000741083,0.00060164,0.000773921,0.003181662,0.000359606,0.001854055,0.000373922,0.00076776,0.0000689,0.000374188,0.000753543,0.001206835,0.0000352,0.000601426,0.000661509,0.000686879,0.001204534,0.001473155,0.000756477,0.000844691,0.001366731,-0.000079,0.001395246,0.000910223,0.002131613,0.000246413,0.000225287,0.000748929,0.002414836,0.0000997,0.001427402,0.000308208,0.000124766,-0.000129436,0.000115179,0.0000115,0.0000698,-0.000108971,0.0000534,0.000187484,0.000128055,0.0000362,0.000338951,0.0000483,-0.00000918,-0.0000488,0.0000738,0.000189689,-0.0000305,0.000168369,0.000216933,-0.000116052,0.0000448,0.000072,-0.0000348,0.00000242,-0.0000243,-0.0000274,-0.0000648,0.000092,0.000166939,0.00028505,0.000139848,0.000134976,0.0000263,-0.0000925,0.0000587,-0.0000148,-0.000264497,-0.0000992,-0.000365772,0.00025013,-0.000248936,0.000262572,-0.0000419,0.000559697,-0.000361783,-0.000076,0.000253669,-0.000363259,0.0000574,-0.000189564,0.000159296,0.000204779,0.000153352,0.0000265,-0.000609424,0.000062,0.000143972,0.000210832,0.000533186,0.000264937,-0.000189922,-0.0000081,0.000538459,0.000253801,0.0000993,0.0000708,0.000590134,0.000300706,0.000109122,-0.00000943,0.000707655,-0.000399875,-0.00039018,0.000526344,0.000614064
NSE:HINDUNILVR,-0.00000114,-0.0000731,0.000148516,0.0000262,-0.0000444,0.0000455,0.0000302,0.0000743,-0.0000342,-0.0000559,0.0000171,-0.0000322,-0.00000896,-0.0000162,0.0000523,-0.0000333,-0.0000186,-0.0000632,-0.0000221,-0.000114487,-0.0000401,-0.0000209,-0.0000502,0.0000287,0.0000312,-0.0000331,-0.00000886,0.0000114,0.0000672,0.0000139,0.000338736,0.000361681,0.000501059,0.001311372,-0.000380002,0.000194199,0.000254077,0.000289938,0.000185211,0.000252408,0.00024685,0.000326087,0.000189681,0.000156501,0.000188454,0.0000628,0.000316545,0.000208142,0.0001832,0.00015896,0.000203733,0.000359606,0.001337169,-0.000209178,0.000303626,0.000187479,0.0000751,0.00045553,0.000246897,0.000246774,0.000240021,0.000355217,0.000227753,0.000176388,0.000337017,0.00094238,0.000236289,0.000295389,0.000358085,0.000261159,0.000260238,0.000219357,0.000193505,0.000175229,0.000305891,0.000399872,0.000497576,0.00020236,0.000235487,0.000114346,-0.0000441,-0.0000508,-0.00000318,-0.0000376,-0.00000711,-0.0000193,0.0000686,0.000120341,-0.0000385,-0.0000776,0.000311767,-0.000111055,0.0000113,0.000128208,0.0000686,-0.0000311,-0.0000125,0.000203682,0.000103483,-0.000110146,0.000065,-0.0000089,0.0000426,0.000101605,-0.0000285,-0.0000562,-0.0000508,0.0000486,0.000013,0.000129272,0.0000204,0.000116935,-0.0000173,0.0000287,0.0000423,0.000320119,-0.000389799,-0.000219899,-0.000376791,-0.000122027,0.000151559,0.0000191,-0.000103637,0.000660013,-0.000178595,-0.0000576,0.0000457,-0.000474444,-0.0000461,-0.0000339,0.0000819,-0.0000247,-0.0000696,-0.0000712,-0.000469282,-0.00000377,0.00000635,0.000283508,0.0000497,0.000156145,-0.000245545,0.000035,-0.00000656,0.000106258,0.000114438,-0.0000761,-0.0000275,-0.0000842,0.000400052,-0.0000559,-0.000152864,-0.0000236,0.0000199,0.0000295,0.000102913
NSE:ICICIBANK,0.0000226,0.000203155,-0.0000778,-0.0000864,-0.000393771,-0.0000486,-0.0000877,-0.000230208,0.000305594,-0.000142044,-0.00000705,-0.000122382,0.000145796,0.0001289,0.000321318,-0.000289823,0.0000723,0.00000697,-0.0000874,0.0000649,0.000247959,-0.0000871,0.000029,0.0000576,0.0000185,-0.000258245,-0.000192011,0.000161319,-0.0000929,-0.000160916,0.00071362,0.001651425,0.000574843,0.000487684,0.001472752,0.000693926,0.001234908,0.000822372,0.002144204,0.00000225,0.00154316,0.000570514,0.000268045,0.000503224,0.00082276,0.001215082,0.000985396,0.000326147,0.001065128,0.000964434,0.000540564,0.001854055,-0.000209178,0.015643247,0.000878545,0.001014226,0.000434185,-0.000201215,0.000779822,0.001353387,0.000321049,0.000793621,0.000781964,0.000752911,0.001271854,0.001119566,0.000986695,0.000999232,0.001473884,0.000412566,0.001264624,0.001138418,0.001594412,0.000343068,0.000442581,0.0008618,0.000904731,0.000072,0.00144452,0.000671504,0.0000578,0.00000539,0.000287546,0.0000815,0.000199752,0.0000668,0.000313422,0.000403613,0.000207792,0.000135113,0.000028,0.000377095,0.0000041,-0.0000371,0.000310944,0.000431387,0.0000348,0.000267177,0.000316403,0.0000459,0.000246112,0.000197453,0.000128785,0.000104265,0.0000461,0.000228628,0.000301473,0.000541616,0.000169037,0.000434475,0.000579409,0.000000661,-0.0000658,0.000058,0.000407642,0.000136996,0.0000927,-0.000526076,-0.001696452,0.000667335,-0.000034,0.000165161,0.000468405,0.00034293,-0.000121925,-0.001663749,0.000941957,0.000275697,0.000239674,-0.000726162,0.0000685,-0.000143183,0.0000841,0.000733862,-0.000338074,0.000264504,-0.0000647,-0.0000152,0.000233796,0.000444287,0.000733746,0.0000376,-0.001022695,-0.0000569,0.000195901,0.0000633,0.000344927,0.001051121,-0.000585381,-0.0000466,-0.000528594,-0.000580326,-0.000845622,0.000938135,0.00000513
NSE:IDEA,0.000118316,0.0000582,0.0000641,-0.000102125,0.000000832,0.00018313,-0.000061,0.000117228,0.00000488,-0.000109948,0.000124627,0.0000915,0.000115229,0.0000631,0.0000916,-0.0000298,0.0000676,0.000061,0.000106098,0.0000591,0.0000827,0.0000414,-0.0000234,0.0000901,0.0000938,-0.0000379,-0.0000114,0.0000214,0.00000258,-0.0000161,0.000383513,0.000593386,0.000470505,0.000579662,-0.000100238,0.00029092,-0.0000815,0.001079177,0.000424846,0.000275636,0.000195253,0.000562177,0.000290399,0.000252412,0.000187807,0.000351066,0.000451558,0.0000226,0.000349141,0.000130124,0.000494917,0.000373922,0.000303626,0.000878545,0.002223796,0.000122333,-0.0000128,0.000216944,0.00034971,0.000409749,0.000297,0.000285805,0.000101273,0.000557766,0.000455408,0.000267577,0.000379456,0.000286273,-0.000172969,0.000314466,0.000553932,0.000177453,0.000444007,0.000061,0.000335404,0.00035949,0.000524672,0.0000038,0.000423725,0.000444873,-0.00011745,-0.0000877,-0.0000508,-0.000167769,-0.000107199,-0.0000198,0.0000594,-0.0000474,-0.0000717,-0.0000103,0.0000906,-0.0000254,-0.0000195,0.0000837,-0.000196616,-0.000184195,-0.000141479,0.000123698,-0.000116772,-0.0000985,-0.0000613,-0.0000866,-0.0000176,-0.0000397,-0.0000511,0.00000372,0.0000197,-0.0000308,-0.000103477,0.000126929,-0.0000193,-0.00000243,-0.0000386,0.0000662,0.000162205,0.000198409,0.000230547,0.00040468,-0.000448562,0.000151509,-0.000199458,0.0000202,0.000242713,0.001536348,-0.000170286,-0.0000777,0.0000507,-0.000233746,0.000038,-0.000271749,0.00010956,0.00013888,0.000130297,0.000102973,0.000399158,0.0000353,0.000134357,0.0000231,0.000322115,0.0000355,-0.0000304,0.0000214,-0.0000956,-0.000226708,0.0000948,0.000217977,0.000340097,0.000372387,0.00036548,-0.0000767,-0.000110046,0.000163667,0.0000757,-0.0000485,0.00015435
NSE:INDUSINDBK,0.0000405,0.000140583,0.0000241,0.000130042,0.00011548,-0.0000165,0.0000282,0.00000722,0.000152107,-0.000015,0.0000618,-0.0000358,0.000121404,0.0000909,0.000149457,0.000112106,0.00000379,0.0000507,-0.0000233,0.0000131,-0.000000913,0.00000139,-0.000038,0.000022,0.0000616,0.0000759,0.0000651,-0.000108433,0.0000665,0.0000435,0.000632764,0.000825736,0.000707028,0.001701002,0.001337946,0.000485446,0.001113897,0.00030311,0.001505364,0.000411635,0.000886039,0.000372095,0.000449684,0.000729826,0.000228595,0.000681902,0.000701841,-0.0000165,0.000620105,0.000818277,0.000557684,0.00076776,0.000187479,0.001014226,0.000122333,0.001729738,0.000173319,0.000445034,0.000862356,0.000949544,0.000326854,0.000483801,0.000775708,0.000469644,0.000716462,0.001453136,0.000628607,0.000584315,0.001572779,0.000197633,0.000653928,0.00069417,0.000787714,0.000150142,0.000155075,0.000696033,0.000741912,0.0000313,0.001796891,0.000366149,0.0000145,0.0000276,0.000044,-0.0000286,0.0000348,0.0000209,0.0000258,0.000078,-0.0000196,0.000187794,0.000123009,0.0000897,0.000029,-0.0000295,0.000152471,0.000120342,-0.0000529,-0.00000121,0.000155791,-0.0000453,-0.00000679,-0.0000109,-0.0000169,-0.0000441,0.0000219,0.0000806,-0.0000155,0.00012989,0.0000133,-0.0000816,-0.0000149,-0.0000514,0.0000441,0.0000365,0.00000199,0.000889556,0.0000802,0.0000777,-0.000136024,0.0000861,-0.00013213,-0.000147425,0.0000467,-0.000618103,-0.000341208,0.0000212,0.0000779,0.000121429,0.0000847,-0.000507311,-0.0000454,0.0000283,0.0000452,0.000101905,-0.000344786,0.00000496,0.0000491,0.0000878,-0.000000781,0.000320979,0.0000778,-0.00013501,0.000437566,0.000222408,0.000122353,0.0000279,0.000680293,-0.000170007,-0.0000236,-0.000182078,0.000407578,-0.000139276,-0.000490449,0.000122453,0.000439027
NSE:INFY,0.000000693,0.0000149,0.000000833,0.0000577,-0.000038,0.00000782,-0.0000572,-0.0000601,-0.0000223,0.000044,0.000045,-0.0000887,-0.0000991,-0.00000957,-0.00000758,-0.0000973,-0.0000441,-0.0000901,-0.0000573,-0.0000765,-0.0000231,-0.0000525,-0.0000769,-0.0000297,-0.0000359,-0.0000449,-0.0000259,-0.000109641,0.0000573,-0.0000441,-0.0000253,0.000128622,-0.0000744,-0.00023357,0.0000579,0.000108836,-0.000311131,-0.0000104,0.0000465,0.0000202,0.000013,0.0000229,0.0000224,-0.0000565,0.000273591,0.0000987,-0.000031,0.000501942,0.000249712,0.0000568,0.000151745,0.0000689,0.0000751,0.000434185,-0.0000128,0.000173319,0.001409101,0.000049,0.000128023,0.0000829,-0.0000148,0.000127265,-0.0000203,-0.0000376,0.000134793,-0.000306086,0.0000973,0.000177988,0.000124505,0.000273257,0.000166792,0.0000711,-0.0000605,0.000490622,0.000437097,-0.0000604,0.0000638,0.000701092,-0.0000321,0.00024679,0.0000268,-0.00000604,-0.000128384,-0.000096,-0.0000871,-0.0000959,-0.0000252,-0.000121277,-0.000207984,-0.000136056,-0.000168847,-0.000219318,-0.000044,-0.000123563,-0.000131671,-0.0000102,-0.000136978,-0.0000372,-0.000164274,-0.000108464,-0.000159383,-0.0000432,-0.000073,-0.000114655,-0.0000282,0.0000474,-0.000131478,-0.000012,-0.000111551,-0.0000818,-0.00011283,-0.000120383,-0.000106417,-0.00016378,0.0000476,0.000576612,-0.0000724,-0.000119371,0.0000983,-0.0000725,-0.00039669,-0.0000659,-0.000133886,-0.000714461,-0.000075,0.000213867,-0.0000174,0.000402648,-0.000185895,-0.000303295,-0.0000741,-0.000105898,-0.000084,-0.0000678,-0.0000842,-0.0000736,-0.000099,-0.000355477,-0.0000226,0.0000203,-0.0000221,0.000124852,-0.000530181,0.0000727,-0.000240876,-0.0000433,-0.000324409,-0.000277807,-0.0000613,0.0000321,-0.000242028,0.000791071,-0.0000991,-0.000075,-0.000566547
NSE:ITC,0.0000766,0.000101674,-0.0000223,0.000144114,0.0000657,0.0000879,-0.0000396,0.0000891,0.000112947,-0.000000272,0.0000349,0.0000795,0.0000372,0.0000392,0.0000767,0.0000343,0.000019,-0.0000292,-0.00000981,-0.000051,-0.0000447,0.0000461,-0.0000481,0.0000646,0.0000844,0.000120375,-0.0000483,0.0000583,0.000121162,0.0000637,0.000428895,0.000422263,0.000492497,0.001573219,0.000460708,0.000298446,0.000779369,0.000282732,0.000460585,0.000373682,0.00051658,0.000287999,0.000118638,0.000239119,0.000282864,0.000320788,0.00038871,0.000220557,0.000314283,0.00030676,0.000308369,0.000374188,0.00045553,-0.000201215,0.000216944,0.000445034,0.000049,0.001093236,0.000312301,0.000318756,0.000185897,0.000265152,0.000195824,0.000156979,0.00041804,0.001173974,0.000278049,0.000294016,0.000262273,0.000186777,0.000456619,0.000238873,0.000183576,0.000213625,0.000249671,0.000408592,0.000551299,0.0000512,0.000486503,0.000153957,-0.000110783,-0.0000046,-0.0000631,-0.000144717,-0.000124185,-0.0000589,-0.000000623,-0.0000595,-0.0000327,-0.0000726,0.000124364,-0.0000603,-0.0000471,-0.00000797,-0.0000419,-0.0000871,-0.000079,0.0000378,-0.0000256,-0.000132612,-0.0000922,-0.0000694,-0.00000192,-0.000094,-0.0000719,-0.0000208,-0.000137882,-0.00000492,-0.0000136,0.000075,-0.0000968,-0.0000576,-0.000022,0.00000547,0.0000296,0.000459172,-0.00018832,0.00006,-0.000332852,0.00000123,0.000160916,0.0000322,0.000426486,-0.00038144,-0.000273139,0.000286088,0.000284217,-0.0000451,0.0000685,-0.000998377,0.0000732,-0.0000919,-0.0000378,0.000177927,-0.000227592,0.0000282,0.000167672,0.000333908,-0.0000361,0.00040227,-0.0000867,0.000143099,0.000245532,0.000153251,0.000150397,0.0000356,0.000306919,0.0000522,0.000176963,0.0000177,0.000128618,0.0000867,0.000224288,0.000022,0.000168085
NSE:KOTAKBANK,-0.0000116,0.0000757,0.00000416,0.000132727,0.000107154,0.000058,0.000136644,0.0000518,0.000149401,0.0000147,0.0000995,0.0000518,0.000155877,0.0000844,0.000153857,0.00000572,-0.00000141,0.000055,0.00000381,-0.00000239,0.0000644,0.0000469,-0.0000275,0.0000551,0.0000565,-0.0000114,-0.000053,-0.0000669,0.0000653,0.0000109,0.000631287,0.001098586,0.000608211,0.001097318,0.001094383,0.000445678,0.001195015,0.000294506,0.000977261,0.00033062,0.000572142,0.000300962,0.000381855,0.000456671,0.000285912,0.000448296,0.000618613,0.00000402,0.000527574,0.000610911,0.000508393,0.000753543,0.000246897,0.000779822,0.00034971,0.000862356,0.000128023,0.000312301,0.001304577,0.000886787,0.000156988,0.000482101,0.000525645,0.000422481,0.000523903,0.001241758,0.000490381,0.000480311,-0.000067,0.00026195,0.000659179,0.000602583,0.000684834,0.000143054,0.000196182,0.000649808,0.000696537,0.0000168,0.001174061,0.00033787,-0.0000408,-0.0000348,-0.0000607,-0.000122578,-0.0000421,-0.0000446,-0.000032,0.0000355,-0.0000215,0.000113425,0.0000621,-0.0000115,0.000064,-0.0000072,0.0000123,0.00000813,-0.0000281,0.0000454,0.0000442,-0.0000171,0.0000776,-0.0000159,0.0000616,0.0000543,-0.0000571,0.00000821,-0.0000959,0.000189642,-0.00000551,0.0000203,-0.0000107,0.0000479,0.0000545,0.0000139,0.000232712,0.00066185,-0.0000992,-0.0000344,-0.000181446,-0.00000472,-0.0000603,-0.000022,-0.000119073,-0.000301172,-0.0000691,0.000119553,0.000126497,0.0000953,0.0000834,-0.000628848,0.0000488,0.000100933,0.0000559,0.000108388,-0.000102008,-0.0000141,0.0000588,0.0000642,0.000160709,0.000409384,0.0000139,0.00000595,0.000151211,0.000183778,0.000136472,0.0000963,0.0000587,0.000021,-0.0000693,0.0000128,0.000238692,-0.0000178,-0.000141576,0.000108268,0.000453178
NSE:LT,0.0000327,-0.00000651,-0.0000921,0.000177127,0.0000599,0.0000542,0.000000436,0.00003,0.000177334,0.0000917,0.000116098,-0.0000573,0.0000489,0.0000352,0.0000929,-0.000137525,0.0000387,-0.0000723,-0.0000334,0.0000444,-0.0000894,0.0000326,-0.0000758,0.0000624,0.0000714,0.0000441,-0.00001,-0.0000241,-0.00000598,0.00000333,0.000931988,0.001323093,0.00095375,0.000748508,0.002344532,0.00058185,0.000762463,0.000468319,0.00170233,0.000569417,0.000912637,0.000518243,0.0004105,0.000512963,0.000347587,0.000786853,0.000831274,0.00012518,0.000745993,0.000716463,0.000553934,0.001206835,0.000246774,0.001353387,0.000409749,0.000949544,0.0000829,0.000318756,0.000886787,0.001995006,0.000420842,0.00068774,0.000678656,0.00068949,0.000916009,0.001354671,0.000665051,0.00074452,0.001165699,0.000271102,0.000911341,0.000996398,0.001069241,0.000127276,0.000270318,0.000921956,0.001222134,0.000091,0.001442586,0.00040801,0.0000561,-0.000012,0.0000639,-0.000082,0.0000295,-0.000110525,0.0000882,0.000135742,0.00000339,0.000131724,0.00018175,0.0000198,0.0000804,-0.0000507,0.0000282,0.0000965,0.0000637,0.000322211,0.000255553,0.000097,0.000117224,-0.00003,0.0000642,-0.00000644,0.000000282,-0.000055,0.00000294,0.000102878,0.0001161,0.000133763,0.0000773,0.000141719,0.0000421,-0.0000818,-0.0000165,-0.000145924,-0.000077,0.000207144,-0.000425795,0.0000256,-0.0000901,-0.000241344,-0.000271157,0.000802979,-0.000183067,0.000162379,0.0000773,-0.0000625,0.000104264,-0.000744887,-0.0000215,0.000110897,0.00010229,0.0000127,-0.000522786,-0.000109823,-0.00000539,0.000187754,-0.0000283,0.000155816,-0.000166085,0.0000427,-0.0000886,0.000104385,0.000199163,0.000160565,0.0000993,0.0000767,-0.000324765,0.000248727,0.000156618,0.000171027,-0.000513577,0.0000899,-0.0000198
